Freq;Ampl;Phase;Cohe
525.45;7.57;3.32;1.00
531.64;7.10;2.80;1.00
537.91;6.65;2.24;1.00
544.26;6.32;1.95;1.00
550.68;6.03;1.44;1.00
557.17;5.74;1.54;1.00
563.74;5.50;1.50;1.00
570.39;5.29;1.69;1.00
577.12;5.06;2.29;1.00
583.93;4.81;3.66;1.00
590.81;4.55;7.09;1.00
597.78;4.35;17.72;0.99
604.83;4.33;20.77;0.99
611.96;5.58;8.13;0.99
619.18;5.91;2.68;1.00
626.48;5.45;0.85;1.00
633.87;5.13;0.20;1.00
641.35;4.87;0.03;1.00
648.91;4.67;-0.23;1.00
656.57;4.51;-0.31;1.00
664.31;4.33;-0.29;1.00
672.14;4.20;-0.30;1.00
680.07;4.09;-0.30;1.00
688.09;3.95;-0.11;1.00
696.21;3.83;-0.15;1.00
704.42;3.71;-0.06;1.00
712.73;3.57;0.21;1.00
721.13;3.44;0.25;1.00
729.64;3.29;0.52;1.00
738.24;3.13;0.68;1.00
746.95;2.97;1.02;1.00
755.76;2.78;1.62;1.00
764.67;2.58;1.96;1.00
773.69;2.33;2.40;1.00
782.82;2.07;4.31;1.00
792.05;1.67;9.48;0.99
801.39;1.28;25.49;0.96
810.84;1.11;81.05;0.93
820.40;0.99;117.83;0.95
830.08;1.26;139.95;0.96
839.87;1.90;151.29;0.96
849.78;2.90;153.83;0.97
859.80;3.75;152.64;0.97
869.94;3.91;147.83;0.95
880.20;9.52;133.79;0.93
890.58;17.29;115.04;0.94
901.08;27.53;77.97;0.92
911.71;33.94;43.06;0.96
922.46;28.91;23.78;0.98
933.34;21.54;13.78;0.99
944.35;17.32;9.44;1.00
955.49;14.33;7.22;1.00
966.76;12.70;5.20;1.00
978.16;11.26;3.52;1.00
989.69;10.34;3.13;1.00
1001.37;10.09;2.65;1.00
