Freq;Ampl;Phase;Cohe;Imag;Real
0;0.291258395;0;0.128845066;0;0.291258395
0.244140625;1.191707373;2.767506361;0.459039271;0.435476512;-1.109291077
0.48828125;0.749980628;2.127200365;0.549672067;0.636853397;-0.396091819
0.732421875;0.474897951;2.026600838;0.525192499;0.426414311;-0.209042832
0.9765625;0.359532326;2.007011175;0.516809046;0.325864792;-0.151906639
1.220703125;0.280272603;2.038994551;0.496661365;0.250110477;-0.126481131
1.46484375;0.235975057;2.08732152;0.480854094;0.205189884;-0.116539009
1.708984375;0.202067688;2.149819136;0.447879165;0.169130221;-0.110572696
1.953125;0.175732285;2.175736904;0.413759083;0.144546106;-0.099941269
2.197265625;0.159722731;2.222485065;0.401750088;0.12698926;-0.096876606
2.44140625;0.144021705;2.285046816;0.376264751;0.108820565;-0.094341591
2.685546875;0.130345389;2.328836679;0.344339341;0.094654836;-0.089612402
2.9296875;0.119895749;2.34552002;0.328051388;0.085679226;-0.083869308
3.173828125;0.107838348;2.347723484;0.290295213;0.076896437;-0.075604543
3.41796875;0.097148091;2.342900753;0.261645705;0.069601178;-0.067774825
3.662109375;0.084217332;2.340399265;0.219577834;0.060483802;-0.058602631
3.90625;0.073253848;2.339470863;0.186666548;0.052657273;-0.050924823
4.150390625;0.064227037;2.31556654;0.15676862;0.047222529;-0.043533262
4.39453125;0.054979347;2.302634239;0.121384121;0.040901754;-0.036739286
4.638671875;0.045576975;2.215234756;0.089865111;0.036435936;-0.027380345
4.8828125;0.037072975;2.115597963;0.062312607;0.031705927;-0.01921301
5.126953125;0.028499432;1.935390949;0.037741765;0.026626119;-0.010162056
5.37109375;0.022879569;1.599115729;0.024695219;0.022870395;-0.000647848
5.615234375;0.022347426;1.128920078;0.023597246;0.020200977;0.009556569
5.859375;0.028267158;0.631068587;0.036338087;0.016677847;0.022822833
6.103515625;0.036002789;0.378049761;0.059224494;0.013288941;0.033460498
6.34765625;0.047801919;0.181888565;0.09956672;0.008646761;0.047013372
6.591796875;0.059575468;0.051592931;0.152968735;0.00307231;0.059496198
6.8359375;0.075815476;0.007441548;0.227581427;0.000564179;0.075813375
7.080078125;0.091614239;-0.043351151;0.302800655;-0.003970338;0.091528162
7.32421875;0.107682727;-0.059725851;0.376960605;-0.00642762;0.107490726
7.568359375;0.123180628;-0.079719663;0.441505969;-0.00980952;0.122789413
7.8125;0.141935498;-0.073145255;0.518913209;-0.010372654;0.14155598
8.056640625;0.162489027;-0.091673538;0.579418004;-0.014875089;0.161806718
8.30078125;0.184917092;-0.105315514;0.6416471;-0.019438658;0.183892548
8.544921875;0.209068775;-0.105681427;0.687086344;-0.022053581;0.207902357
8.7890625;0.232806832;-0.133735105;0.738158941;-0.031041725;0.230728045
9.033203125;0.260831714;-0.1422555;0.76595819;-0.036979727;0.25819698
9.27734375;0.285964817;-0.161168888;0.795463622;-0.045889359;0.282258809
9.521484375;0.315058023;-0.17396827;0.82145685;-0.054534048;0.310302436
9.765625;0.341481537;-0.19205755;0.841432095;-0.065181658;0.335202903
10.00976563;0.371270895;-0.204707026;0.860968232;-0.075472064;0.363518983
10.25390625;0.402882338;-0.212768704;0.880597472;-0.085075445;0.393797338
10.49804688;0.436796427;-0.225054398;0.896020412;-0.097475223;0.42578128
10.7421875;0.470270813;-0.230289921;0.908460021;-0.10734392;0.457855791
10.98632813;0.50740248;-0.242794618;0.921569765;-0.121987782;0.492520332
11.23046875;0.549010456;-0.248934135;0.929939508;-0.135260299;0.532087505
11.47460938;0.58829248;-0.255177826;0.944021463;-0.148495302;0.569242656
11.71875;0.641566753;-0.270020038;0.94512403;-0.171138406;0.618319929
11.96289063;0.681626976;-0.270036906;0.95687151;-0.181835592;0.656925559
12.20703125;0.736955523;-0.286001533;0.95838052;-0.20790875;0.707020104
12.45117188;0.782381415;-0.2777614;0.965168417;-0.214531749;0.752394021
12.6953125;0.848922193;-0.310375899;0.964440465;-0.2592749;0.808359683
12.93945313;0.902943909;-0.297740519;0.967275858;-0.264888436;0.863215983
13.18359375;0.971038878;-0.321003973;0.969765484;-0.306381613;0.921437383
13.42773438;1.028574109;-0.33652097;0.973944187;-0.339640528;0.970880508
13.671875;1.109626532;-0.358465254;0.973113775;-0.389298558;1.039094687
13.91601563;1.184745908;-0.369539887;0.97420764;-0.427914143;1.104768038
14.16015625;1.263478279;-0.39684695;0.978504598;-0.488349855;1.165286183
14.40429688;1.356586933;-0.410524398;0.97766012;-0.541400552;1.243870378
14.6484375;1.435673594;-0.430049926;0.980070293;-0.598555505;1.304948211
14.89257813;1.528137803;-0.451665968;0.98163271;-0.666978717;1.374897957
15.13671875;1.638281703;-0.476196736;0.983575761;-0.750992179;1.456014276
15.38085938;1.761628389;-0.496647954;0.981597662;-0.839382708;1.548796654
15.625;1.835989118;-0.521665871;0.987086177;-0.914919496;1.591784596
15.86914063;2.015057564;-0.559916437;0.982885301;-1.0702281;1.707357168
16.11328125;2.105250359;-0.585002959;0.986545026;-1.16252315;1.755169153
16.35742188;2.257355928;-0.617612004;0.984694958;-1.307212234;1.840340137
16.6015625;2.361765623;-0.668331504;0.98739028;-1.463532567;1.85364747
16.84570313;2.526484489;-0.705320418;0.985825241;-1.637863874;1.92367506
17.08984375;2.621582985;-0.744956434;0.985691607;-1.777275443;1.92717135
17.33398438;2.767439127;-0.768743694;0.985729933;-1.92401433;1.989192724
17.578125;2.939757109;-0.812652767;0.984654069;-2.134598017;2.021302462
17.82226563;3.049102545;-0.846126556;0.988247991;-2.282919168;2.021214247
18.06640625;3.245579481;-0.879851222;0.987482429;-2.501186609;2.068296909
18.31054688;3.407456636;-0.914293587;0.988951385;-2.699154139;2.079742193
18.5546875;3.6506145;-0.96127671;0.988400519;-2.99322319;2.089880466
18.79882813;3.850120544;-1.012445688;0.988398969;-3.265403032;2.039747953
19.04296875;4.061802864;-1.073041797;0.989437521;-3.568930864;1.939322948
19.28710938;4.255285263;-1.130450368;0.988250554;-3.849349022;1.813825488
19.53125;4.469742775;-1.198849916;0.988582671;-4.16410923;1.624436259
19.77539063;4.644565105;-1.266142964;0.987223387;-4.430687428;1.393195391
20.01953125;4.80819273;-1.342594981;0.987537801;-4.683539867;1.08773756
20.26367188;4.93927145;-1.412918687;0.987390816;-4.877842903;0.776564896
20.5078125;5.042610168;-1.488703847;0.98644346;-5.02562809;0.413495809
20.75195313;5.106161118;-1.560099602;0.987398207;-5.105868816;0.054617956
20.99609375;5.157626629;-1.630298138;0.986568987;-5.148499012;-0.306706548
21.24023438;5.165321827;-1.700087547;0.987449944;-5.122209549;-0.665971339
21.484375;5.172530651;-1.764948368;0.986778319;-5.075347424;-0.997959733
21.72851563;5.156987667;-1.827830553;0.986923993;-4.987571239;-1.310974717
21.97265625;5.126718998;-1.886784315;0.986836374;-4.872894287;-1.593156934
22.21679688;5.080405712;-1.946087003;0.986476421;-4.726815224;-1.862186909
22.4609375;5.019021511;-2.001311779;0.986848235;-4.561039448;-2.094634771
22.70507813;4.955946922;-2.055410624;0.98609364;-4.385293007;-2.308812857
22.94921875;4.870875359;-2.106922388;0.986436725;-4.18746233;-2.488088369
23.19335938;4.780154228;-2.155362606;0.986172736;-3.986417294;-2.63786912
23.4375;4.677727699;-2.200998545;0.98655957;-3.779175758;-2.756622314
23.68164063;4.564347744;-2.241196871;0.986713886;-3.576499462;-2.835828066
23.92578125;4.45879221;-2.278876066;0.987186968;-3.386952639;-2.899892807
24.16992188;4.347635746;-2.310039282;0.987590551;-3.212810993;-2.92912674
24.4140625;4.246491432;-2.341229677;0.987877429;-3.047320843;-2.957452774
24.65820313;4.145825863;-2.364955425;0.988233745;-2.90574646;-2.957111835
24.90234375;4.056747913;-2.389657974;0.98837018;-2.770974398;-2.962921619
25.14648438;3.970009089;-2.41022563;0.988470256;-2.651520729;-2.954726696
25.390625;3.892357826;-2.429975748;0.988313377;-2.541940212;-2.947709084
25.63476563;3.812828302;-2.447843313;0.9880355;-2.438015461;-2.931508064
25.87890625;3.740641832;-2.46471858;0.987841785;-2.342986107;-2.91595912
26.12304688;3.667706251;-2.479244471;0.98770535;-2.255530357;-2.892170906
26.3671875;3.60236907;-2.489825249;0.987559676;-2.185170174;-2.863929749
26.61132813;3.550723553;-2.49844861;0.987544;-2.129420042;-2.841339111
26.85546875;3.50949645;-2.507073164;0.987663329;-2.080396414;-2.826396227
27.09960938;3.479014874;-2.51473093;0.987769902;-2.0408113;-2.81755805
27.34375;3.457116604;-2.525080204;0.987672985;-1.998881221;-2.820661068
27.58789063;3.442937851;-2.536954165;0.987362921;-1.957188725;-2.832531214
27.83203125;3.421254873;-2.551643133;0.98670727;-1.903309464;-2.842955828
28.07617188;3.409003973;-2.568497658;0.986287951;-1.848481894;-2.864336252
28.3203125;3.370203733;-2.586948633;0.985506773;-1.774886608;-2.864969492
28.56445313;3.337862253;-2.604893684;0.984764814;-1.706655622;-2.86856246
28.80859375;3.287891388;-2.621511936;0.983981907;-1.633918285;-2.853163242
