Freq;Ampl;Phase;Cohe;Imag;Real
44.43359375;3.088321209;-2.89874649;0.995786488;-0.742637575;-2.997702122
44.67773438;3.074841022;-2.903787374;0.995817184;-0.724341452;-2.988306761
44.921875;3.058710575;-2.909251451;0.995941997;-0.704288244;-2.976522923
45.16601563;3.041220427;-2.913822889;0.996060371;-0.686724246;-2.962672949
45.41015625;3.024720669;-2.91825676;0.996177256;-0.669927418;-2.949598789
45.65429688;3.009022713;-2.922217369;0.996269166;-0.654823363;-2.936907291
45.8984375;2.99373579;-2.926216364;0.996352077;-0.639806807;-2.924568653
46.14257813;2.978292227;-2.929590702;0.996343195;-0.626684725;-2.911612988
46.38671875;2.96440053;-2.933202028;0.996262252;-0.61329174;-2.900266171
46.63085938;2.950707674;-2.937268734;0.996141255;-0.598714292;-2.889328003
46.875;2.936500788;-2.94110465;0.995939791;-0.584797204;-2.877681255
47.11914063;2.922302246;-2.945168018;0.995862842;-0.570328116;-2.866108179
47.36328125;2.908230543;-2.949178219;0.99575752;-0.556139171;-2.854560137
47.60742188;2.892681599;-2.953336;0.995674849;-0.54135561;-2.841573715
47.8515625;2.878599405;-2.957146645;0.995599985;-0.52794075;-2.829772711
48.09570313;2.862086058;-2.960870266;0.995617509;-0.514432132;-2.81547451
48.33984375;2.84611392;-2.963959217;0.995523274;-0.502910674;-2.801329136
48.58398438;2.830595493;-2.966839075;0.995548606;-0.492143333;-2.787483692
48.828125;2.816522121;-2.969022274;0.995526969;-0.483639479;-2.77468729
49.07226563;2.80240798;-2.972014666;0.99546659;-0.472952604;-2.762210369
49.31640625;2.788834095;-2.974261045;0.995490015;-0.464485407;-2.749881506
49.56054688;2.776899576;-2.97663784;0.995470047;-0.455988705;-2.73920536
49.8046875;2.762886047;-2.978858471;0.995440304;-0.447634131;-2.726382732
50.04882813;2.751981974;-2.981594563;0.995477974;-0.438435644;-2.716832638
50.29296875;2.739001513;-2.984063148;0.995557606;-0.429691344;-2.705086708
50.53710938;2.727429628;-2.986828327;0.995705128;-0.42042622;-2.694830894
50.78125;2.714219332;-2.989459515;0.995797217;-0.411331981;-2.68287015
51.02539063;2.699702501;-2.991451025;0.995945036;-0.40381676;-2.669330597
51.26953125;2.688608408;-2.993412018;0.99608314;-0.396943361;-2.659144878
51.51367188;2.67416501;-2.994821787;0.996136069;-0.391082287;-2.645413637
51.7578125;2.661522865;-2.996037006;0.996132195;-0.386033177;-2.633378506
52.00195313;2.649363995;-2.996688366;0.996157348;-0.382562339;-2.621598005
52.24609375;2.637916565;-2.997747421;0.996137977;-0.378144503;-2.610672474
52.49023438;2.627316713;-2.998406172;0.996133029;-0.374912083;-2.600429535
52.734375;2.61575222;-2.998983383;0.996152341;-0.371767342;-2.589198351
52.97851563;2.608308554;-2.999829769;0.996105969;-0.368524194;-2.582143068
